# TempoMS, PontoIndex, DirX, DirY, DirZ, Velocidade
# BPM: 146, 60000 / 146 = 411ms de intervalo

# consistentes:
# 2, 0, 0, 1, 4.5 (meio, reto, lento)
# 2, 0, 0, 1, 5.0 (meio, reto, normal)
# 2, 0, 0, 1, 6.2 (meio, reto, rapido)
# 2, 0.15, 0, 1, 4.8 (meio, esquerda, lento)
# 2, 0.15, 0, 1, 5.6 (meio, esquerda, medio)
# 2, 0.15, 0, 1, 6.4 (meio, esquerda, rapido)
# 2, 0.25, 0, 1, 4.8 (meio, muito esquerda, lento)
# 2, 0.25, 0, 1, 5.0 (meio, muito esquerda, medio)
# 2, 0.25, 0, 1, 5.2 (meio, muito esquerda, rapido)

#6576, 822, 0, 1, letters
#CSNU
#CSNu
#
## preciso ajustar todos os valores daqui pra baixo
#
#CSNU
#CSNu
#llNU
#RrNu
#lLFU
#RrFu

6576, 822, 0, 1, numbers
2, 0, 0, 5.0
2, 0, 0, 5.0
2, 0, 0, 5.0
2, 0, 0, 5.0
2, 0, 0, 5.0
2, 0, 0, 5.0
2, 0, 0, 5.0
2, 0, 0, 5.0
2, 0, 0, 5.0
2, 0, 0, 5.0
2, 0, 0, 5.0
2, 0, 0, 4.5
2, 0, 0, 5.0
2, 0, 0, 6.2
2, 0.15, 0, 4.8
2, 0.15, 0, 5.6
2, 0.15, 0, 6.4
2, 0.25, 0, 4.8
2, 0.25, 0, 5.0
2, 0.25, 0, 5.2
2, 0, 0, 4.5
2, 0, 0, 5.0
2, 0, 0, 6.2
2, -0.15, 0, 4.8
2, -0.15, 0, 5.6
2, -0.15, 0, 6.4
2, -0.25, 0, 4.8
2, -0.25, 0, 5.0
2, -0.25, 0, 5.2
2, 0, 0, 4.5
2, 0, 0, 5.0
2, 0, 0, 6.2
2, 0.15, 0, 4.8
2, 0.15, 0, 5.6
2, 0.15, 0, 6.4
2, 0.25, 0, 4.8
2, 0.25, 0, 5.0
2, 0.25, 0, 5.2
2, 0, 0, 4.5
2, 0, 0, 5.0
2, 0, 0, 6.2
2, -0.15, 0, 4.8
2, -0.15, 0, 5.6
2, -0.15, 0, 6.4
2, -0.25, 0, 4.8
2, -0.25, 0, 5.0
2, -0.25, 0, 5.2
