BPM_CALMO: 89
# Estrutura: TEMPO(ms), TIPO, POSICAO
# Mapa gerado sobre a grade metrica estimada do audio, uma nota por batida.
# BPM ajustado: 89.000 | fase: 0.3901 s | regiao com pulso: 2.0 a 230.3 s de 249.9 s
NOTAS:
2413, 0, 0
3087, 0, 0
3761, 0, 0
4435, 0, 0
5109, 0, 0
5783, 0, 0
6458, 0, 0
7132, 0, 0
7806, 0, 0
8480, 0, 0
9154, 0, 0
9828, 0, 0
10502, 0, 0
11177, 0, 0
11851, 0, 0
12525, 0, 0
13199, 0, 0
13873, 0, 0
14547, 0, 0
15222, 0, 0
15896, 0, 0
16570, 0, 0
17244, 0, 0
17918, 0, 0
18592, 0, 0
19267, 0, 0
19941, 0, 0
20615, 0, 0
21289, 0, 0
21963, 0, 0
22637, 0, 0
23311, 0, 0
23986, 0, 0
24660, 0, 0
25334, 0, 0
26008, 0, 0
26682, 0, 0
27356, 0, 0
28031, 0, 0
28705, 0, 0
29379, 0, 0
30053, 0, 0
30727, 0, 0
31401, 0, 0
32076, 0, 0
32750, 0, 0
33424, 0, 0
34098, 0, 0
34772, 0, 0
35446, 0, 0
36120, 0, 0
36795, 0, 0
37469, 0, 0
38143, 0, 0
38817, 0, 0
39491, 0, 0
40165, 0, 0
40840, 0, 0
41514, 0, 0
42188, 0, 0
42862, 0, 0
43536, 0, 0
44210, 0, 0
44884, 0, 0
45559, 0, 0
46233, 0, 0
46907, 0, 0
47581, 0, 0
48255, 0, 0
48929, 0, 0
49604, 0, 0
50278, 0, 0
50952, 0, 0
51626, 0, 0
52300, 0, 0
52974, 0, 0
53649, 0, 0
54323, 0, 0
54997, 0, 0
55671, 0, 0
56345, 0, 0
57019, 0, 0
57693, 0, 0
58368, 0, 0
59042, 0, 0
59716, 0, 0
60390, 0, 0
61064, 0, 0
61738, 0, 0
62413, 0, 0
63087, 0, 0
63761, 0, 0
64435, 0, 0
65109, 0, 0
65783, 0, 0
66458, 0, 0
67132, 0, 0
67806, 0, 0
68480, 0, 0
69154, 0, 0
69828, 0, 0
70502, 0, 0
71177, 0, 0
71851, 0, 0
72525, 0, 0
73199, 0, 0
73873, 0, 0
74547, 0, 0
75222, 0, 0
75896, 0, 0
76570, 0, 0
77244, 0, 0
77918, 0, 0
78592, 0, 0
79267, 0, 0
79941, 0, 0
80615, 0, 0
81289, 0, 0
81963, 0, 0
82637, 0, 0
83311, 0, 0
83986, 0, 0
84660, 0, 0
85334, 0, 0
86008, 0, 0
86682, 0, 0
87356, 0, 0
88031, 0, 0
88705, 0, 0
89379, 0, 0
90053, 0, 0
90727, 0, 0
91401, 0, 0
92076, 0, 0
92750, 0, 0
93424, 0, 0
94098, 0, 0
94772, 0, 0
95446, 0, 0
96120, 0, 0
96795, 0, 0
