BPM_CALMO: 92
# Estrutura: TEMPO(ms), TIPO, POSICAO
# Mapa gerado sobre a grade metrica estimada do audio, uma nota por batida.
# BPM ajustado: 91.992 | fase: 0.3329 s | regiao com pulso: 10.8 a 220.8 s de 243.9 s
NOTAS:
10769, 0, 0
11421, 0, 0
12073, 0, 0
12725, 0, 0
13378, 0, 0
14030, 0, 0
14682, 0, 0
15334, 0, 0
15986, 0, 0
16639, 0, 0
17291, 0, 0
17943, 0, 0
18595, 0, 0
19248, 0, 0
19900, 0, 0
20552, 0, 0
21204, 0, 0
21857, 0, 0
22509, 0, 0
23161, 0, 0
23813, 0, 0
24465, 0, 0
25118, 0, 0
25770, 0, 0
26422, 0, 0
27074, 0, 0
27727, 0, 0
28379, 0, 0
29031, 0, 0
29683, 0, 0
30336, 0, 0
30988, 0, 0
31640, 0, 0
32292, 0, 0
32944, 0, 0
33597, 0, 0
34249, 0, 0
34901, 0, 0
35553, 0, 0
36206, 0, 0
36858, 0, 0
37510, 0, 0
38162, 0, 0
38815, 0, 0
39467, 0, 0
40119, 0, 0
40771, 0, 0
41423, 0, 0
42076, 0, 0
42728, 0, 0
43380, 0, 0
44032, 0, 0
44685, 0, 0
45337, 0, 0
45989, 0, 0
46641, 0, 0
47294, 0, 0
47946, 0, 0
48598, 0, 0
49250, 0, 0
49902, 0, 0
50555, 0, 0
51207, 0, 0
51859, 0, 0
52511, 0, 0
53164, 0, 0
53816, 0, 0
54468, 0, 0
55120, 0, 0
55773, 0, 0
56425, 0, 0
57077, 0, 0
57729, 0, 0
58381, 0, 0
59034, 0, 0
59686, 0, 0
60338, 0, 0
60990, 0, 0
61643, 0, 0
62295, 0, 0
62947, 0, 0
63599, 0, 0
64252, 0, 0
64904, 0, 0
65556, 0, 0
66208, 0, 0
66860, 0, 0
67513, 0, 0
68165, 0, 0
68817, 0, 0
69469, 0, 0
70122, 0, 0
70774, 0, 0
71426, 0, 0
72078, 0, 0
72731, 0, 0
73383, 0, 0
74035, 0, 0
74687, 0, 0
75339, 0, 0
75992, 0, 0
76644, 0, 0
77296, 0, 0
77948, 0, 0
78601, 0, 0
79253, 0, 0
79905, 0, 0
80557, 0, 0
81209, 0, 0
81862, 0, 0
82514, 0, 0
83166, 0, 0
83818, 0, 0
84471, 0, 0
85123, 0, 0
85775, 0, 0
86427, 0, 0
87080, 0, 0
87732, 0, 0
88384, 0, 0
89036, 0, 0
89688, 0, 0
90341, 0, 0
90993, 0, 0
91645, 0, 0
92297, 0, 0
92950, 0, 0
93602, 0, 0
94254, 0, 0
94906, 0, 0
95559, 0, 0
96211, 0, 0
96863, 0, 0
97515, 0, 0
98167, 0, 0
98820, 0, 0
99472, 0, 0
100124, 0, 0
100776, 0, 0
101429, 0, 0
102081, 0, 0
102733, 0, 0
103385, 0, 0
104038, 0, 0
104690, 0, 0
105342, 0, 0
105994, 0, 0
106646, 0, 0
107299, 0, 0
107951, 0, 0
108603, 0, 0
109255, 0, 0
109908, 0, 0
110560, 0, 0
111212, 0, 0
111864, 0, 0
112517, 0, 0
113169, 0, 0
113821, 0, 0
114473, 0, 0
115125, 0, 0
115778, 0, 0
116430, 0, 0
117082, 0, 0
117734, 0, 0
118387, 0, 0
119039, 0, 0
119691, 0, 0
120343, 0, 0
120996, 0, 0
121648, 0, 0
122300, 0, 0
122952, 0, 0
123604, 0, 0
124257, 0, 0
124909, 0, 0
125561, 0, 0
126213, 0, 0
126866, 0, 0
127518, 0, 0
128170, 0, 0
128822, 0, 0
129475, 0, 0
130127, 0, 0
130779, 0, 0
131431, 0, 0
132083, 0, 0
132736, 0, 0
133388, 0, 0
134040, 0, 0
134692, 0, 0
135345, 0, 0
135997, 0, 0
136649, 0, 0
137301, 0, 0
137954, 0, 0
138606, 0, 0
139258, 0, 0
139910, 0, 0
140562, 0, 0
141215, 0, 0
141867, 0, 0
142519, 0, 0
143171, 0, 0
143824, 0, 0
144476, 0, 0
145128, 0, 0
145780, 0, 0
146433, 0, 0
147085, 0, 0
147737, 0, 0
148389, 0, 0
149041, 0, 0
149694, 0, 0
150346, 0, 0
150998, 0, 0
151650, 0, 0
152303, 0, 0
152955, 0, 0
153607, 0, 0
154259, 0, 0
154912, 0, 0
155564, 0, 0
156216, 0, 0
156868, 0, 0
157520, 0, 0
158173, 0, 0
158825, 0, 0
159477, 0, 0
160129, 0, 0
160782, 0, 0
161434, 0, 0
162086, 0, 0
162738, 0, 0
163391, 0, 0
164043, 0, 0
164695, 0, 0
165347, 0, 0
165999, 0, 0
166652, 0, 0
167304, 0, 0
167956, 0, 0
168608, 0, 0
169261, 0, 0
169913, 0, 0
170565, 0, 0
171217, 0, 0
