6251, 0
8363, 0
10560, 0
12736, 0
14912, 0
17088, 0
18219, 0
19264, 0
21483, 0
22610, 0
23701, 0
25835, 0
26962, 0
28075, 0
30165, 0
31314, 0
32405, 0
34560, 0
35688, 0
36800, 0
38912, 0
40061, 0
41131, 0
43264, 0
44416, 0
45504, 0
47659, 0
48765, 0
49835, 0
51989, 0
53148, 0
54208, 0
56384, 0
58560, 0
60736, 0
61874, 0
62955, 0
65067, 0
66241, 0
67285, 0
69461, 0
70593, 0
71659, 0
73856, 0
74945, 0
76032, 0
78229, 0
79318, 0
80427, 0
82560, 0
83692, 0
84757, 0
89131, 0
91368, 0
92415, 0
93501, 0
95656, 0
96788, 0
97874, 0
100093, 0
101161, 0
102226, 0
104402, 0
106600, 0
108712, 0
109887, 0
110973, 0
113149, 0
114239, 0
115346, 0
117501, 0
118612, 0
119677, 0
121853, 0
122985, 0
123986, 0
126226, 0
127359, 0
128381, 0
130578, 0
131689, 0
132754, 0
134909, 0
136041, 0
137106, 0
139304, 0
140436, 0
141480, 0
143698, 0
144809, 0
145896, 0
148029, 0
149161, 0
150226, 0
152424, 0
153513, 0
154642, 0
156776, 0
157864, 0
158952, 0
161170, 0
162258, 0
163346, 0
165480, 0
166632, 0
167698, 0
169874, 0
170984, 0
172072, 0
